ccle	outliers	tissue
BI-BLCA-CCLE-253J-Tumor	1529	URINARY_TRACT
BI-BLCA-CCLE-253J_BV-Tumor	1370	URINARY_TRACT
BI-BLCA-CCLE-639_V-Tumor	1004	URINARY_TRACT
BI-BLCA-CCLE-647_V-Tumor	804	URINARY_TRACT
BI-BLCA-CCLE-BC_3C-Tumor	592	URINARY_TRACT
BI-BLCA-CCLE-BFTC_905-Tumor	1377	URINARY_TRACT
BI-BLCA-CCLE-CAL_29-Tumor	1297	URINARY_TRACT
BI-BLCA-CCLE-Hs_172_T-Tumor	2989	URINARY_TRACT
BI-BLCA-CCLE-HT_1197-Tumor	1014	URINARY_TRACT
BI-BLCA-CCLE-HT_1376-Tumor	882	URINARY_TRACT
BI-BLCA-CCLE-J82-Tumor	976	URINARY_TRACT
BI-BLCA-CCLE-JMSU_1-Tumor	991	URINARY_TRACT
BI-BLCA-CCLE-KMBC_2-Tumor	1894	URINARY_TRACT
BI-BLCA-CCLE-KU_19_19-Tumor	1875	URINARY_TRACT
BI-BLCA-CCLE-RT_112-Tumor	799	URINARY_TRACT
BI-BLCA-CCLE-SCaBER-Tumor	1092	URINARY_TRACT
BI-BLCA-CCLE-SW_1710-Tumor	2562	URINARY_TRACT
BI-BLCA-CCLE-SW_780-Tumor	8965	URINARY_TRACT
BI-BLCA-CCLE-T24-Tumor	700	URINARY_TRACT
BI-BLCA-CCLE-TCCSUP-Tumor	1235	URINARY_TRACT
BI-BLCA-CCLE-U_BLC1-Tumor	3570	URINARY_TRACT
BI-BLCA-CCLE-UM_UC_1-Tumor	2792	URINARY_TRACT
BI-BLCA-CCLE-UM_UC_3-Tumor	1396	URINARY_TRACT
BI-BRCA-CCLE-AU565-Tumor	1063	BREAST
BI-BRCA-CCLE-BT_20-Tumor	1141	BREAST
BI-BRCA-CCLE-BT_474-Tumor	945	BREAST
BI-BRCA-CCLE-BT_483-Tumor	857	BREAST
BI-BRCA-CCLE-BT_549-Tumor	1783	BREAST
BI-BRCA-CCLE-CAL_120-Tumor	1098	BREAST
BI-BRCA-CCLE-CAL_148-Tumor	1255	BREAST
BI-BRCA-CCLE-CAL_51-Tumor	2001	BREAST
BI-BRCA-CCLE-CAL_85_1-Tumor	917	BREAST
BI-BRCA-CCLE-CAMA_1-Tumor	1439	BREAST
BI-BRCA-CCLE-EFM_19-Tumor	1148	BREAST
BI-BRCA-CCLE-EFM_192A-Tumor	909	BREAST
BI-BRCA-CCLE-HCC1187-Tumor	1592	BREAST
BI-BRCA-CCLE-HCC1395-Tumor	2290	BREAST
BI-BRCA-CCLE-HCC1428-Tumor	1713	BREAST
BI-BRCA-CCLE-HCC1500-Tumor	2489	BREAST
BI-BRCA-CCLE-HCC1569-Tumor	2098	BREAST
BI-BRCA-CCLE-HCC1599-Tumor	6658	BREAST
BI-BRCA-CCLE-HCC1806-Tumor	1902	BREAST
BI-BRCA-CCLE-HCC1937-Tumor	1797	BREAST
BI-BRCA-CCLE-HCC202-Tumor	1080	BREAST
BI-BRCA-CCLE-HCC2157-Tumor	1383	BREAST
BI-BRCA-CCLE-HCC38-Tumor	1276	BREAST
BI-BRCA-CCLE-HCC70-Tumor	874	BREAST
BI-BRCA-CCLE-HDQ_P1-Tumor	1632	BREAST
BI-BRCA-CCLE-HMC_1_8-Tumor	1155	BREAST
BI-BRCA-CCLE-Hs_281_T-Tumor	752	BREAST
BI-BRCA-CCLE-Hs_343_T-Tumor	740	BREAST
BI-BRCA-CCLE-Hs_578T-Tumor	2367	BREAST
BI-BRCA-CCLE-Hs_606_T-Tumor	841	BREAST
BI-BRCA-CCLE-Hs_739_T-Tumor	1096	BREAST
BI-BRCA-CCLE-Hs_742_T-Tumor	1009	BREAST
BI-BRCA-CCLE-JIMT_1-Tumor	1212	BREAST
BI-BRCA-CCLE-KPL_1-Tumor	1190	BREAST
BI-BRCA-CCLE-MDA_MB_134_VI-Tumor	8586	BREAST
BI-BRCA-CCLE-MDA_MB_157-Tumor	2006	BREAST
BI-BRCA-CCLE-MDA_MB_175_VII-Tumor	1481	BREAST
BI-BRCA-CCLE-MDA_MB_231-Tumor	2029	BREAST
BI-BRCA-CCLE-MDA_MB_415-Tumor	4686	BREAST
BI-BRCA-CCLE-MDA_MB_435S-Tumor	2001	BREAST
BI-BRCA-CCLE-MDA_MB_436-Tumor	1338	BREAST
BI-BRCA-CCLE-MDA_MB_468-Tumor	1145	BREAST
BI-BRCA-CCLE-SK_BR_3-Tumor	810	BREAST
BI-BRCA-CCLE-UACC_812-Tumor	9782	BREAST
BI-BRCA-CCLE-UACC_893-Tumor	2098	BREAST
BI-BRCA-CCLE-ZR_75_1-Tumor	10579	BREAST
BI-BRCA-CCLE-ZR_75_30-Tumor	1194	BREAST
BI-CESC-CCLE-AN3_CA-Tumor	2364	CERVICAL
BI-CESC-CCLE-COLO_684-Tumor	3120	CERVICAL
BI-CESC-CCLE-EFE_184-Tumor	1282	CERVICAL
BI-CESC-CCLE-EN-Tumor	2151	CERVICAL
BI-CESC-CCLE-HEC_108-Tumor	7252	CERVICAL
BI-CESC-CCLE-HEC_151-Tumor	1745	CERVICAL
BI-CESC-CCLE-HEC_1_A-Tumor	933	CERVICAL
BI-CESC-CCLE-HEC_1_B-Tumor	2018	CERVICAL
BI-CESC-CCLE-HEC_251-Tumor	2183	CERVICAL
BI-CESC-CCLE-HEC_265-Tumor	1891	CERVICAL
BI-CESC-CCLE-HEC_50B-Tumor	1221	CERVICAL
BI-CESC-CCLE-HEC_59-Tumor	1945	CERVICAL
BI-CESC-CCLE-HEC_6-Tumor	1595	CERVICAL
BI-CESC-CCLE-Ishikawa__Heraklio__02_ER-Tumor	999	CERVICAL
BI-CESC-CCLE-JHUEM_2-Tumor	754	CERVICAL
BI-CESC-CCLE-JHUEM_3-Tumor	2009	CERVICAL
BI-CESC-CCLE-JHUEM_7-Tumor	1219	CERVICAL
BI-CESC-CCLE-KLE-Tumor	1367	CERVICAL
BI-CESC-CCLE-MFE_280-Tumor	1628	CERVICAL
BI-CESC-CCLE-MFE_296-Tumor	897	CERVICAL
BI-CESC-CCLE-MFE_319-Tumor	1767	CERVICAL
BI-CESC-CCLE-RL95_2-Tumor	901	CERVICAL
BI-CESC-CCLE-SNG_M-Tumor	1737	CERVICAL
BI-CESC-CCLE-SNU_1077-Tumor	1087	CERVICAL
BI-CESC-CCLE-SNU_685-Tumor	743	CERVICAL
BI-COAD-CCLE-CL_11-Tumor	1045	LARGE_INTESTINE
BI-COAD-CCLE-CL_14-Tumor	1453	LARGE_INTESTINE
BI-COAD-CCLE-CL_34-Tumor	906	LARGE_INTESTINE
BI-COAD-CCLE-CL_40-Tumor	951	LARGE_INTESTINE
BI-COAD-CCLE-COLO_201-Tumor	1168	LARGE_INTESTINE
BI-COAD-CCLE-COLO_320-Tumor	1609	LARGE_INTESTINE
BI-COAD-CCLE-COLO_678-Tumor	2652	LARGE_INTESTINE
BI-COAD-CCLE-CW_2-Tumor	1588	LARGE_INTESTINE
BI-COAD-CCLE-GP2d-Tumor	1803	LARGE_INTESTINE
BI-COAD-CCLE-HCC_56-Tumor	1097	LARGE_INTESTINE
BI-COAD-CCLE-Hs_255_T-Tumor	2005	LARGE_INTESTINE
BI-COAD-CCLE-Hs_675_T-Tumor	1123	LARGE_INTESTINE
BI-COAD-CCLE-Hs_698_T-Tumor	1359	LARGE_INTESTINE
BI-COAD-CCLE-KM12-Tumor	7295	LARGE_INTESTINE
BI-COAD-CCLE-LoVo-Tumor	1500	LARGE_INTESTINE
BI-COAD-CCLE-LS1034-Tumor	1210	LARGE_INTESTINE
BI-COAD-CCLE-LS123-Tumor	1345	LARGE_INTESTINE
BI-COAD-CCLE-LS411N-Tumor	1466	LARGE_INTESTINE
BI-COAD-CCLE-MDST8-Tumor	1313	LARGE_INTESTINE
BI-COAD-CCLE-NCI_H508-Tumor	2628	LARGE_INTESTINE
BI-COAD-CCLE-NCI_H716-Tumor	1647	LARGE_INTESTINE
BI-COAD-CCLE-NCI_H747-Tumor	1364	LARGE_INTESTINE
BI-COAD-CCLE-OUMS_23-Tumor	1187	LARGE_INTESTINE
BI-COAD-CCLE-RCM_1-Tumor	3166	LARGE_INTESTINE
BI-COAD-CCLE-SK_CO_1-Tumor	1072	LARGE_INTESTINE
BI-COAD-CCLE-SNU_1033-Tumor	830	LARGE_INTESTINE
BI-COAD-CCLE-SNU_1040-Tumor	1734	LARGE_INTESTINE
BI-COAD-CCLE-SNU_1197-Tumor	879	LARGE_INTESTINE
BI-COAD-CCLE-SNU_503-Tumor	938	LARGE_INTESTINE
BI-COAD-CCLE-SNU_61-Tumor	556	LARGE_INTESTINE
BI-COAD-CCLE-SNU_81-Tumor	5721	LARGE_INTESTINE
BI-COAD-CCLE-SNU_C2A-Tumor	2673	LARGE_INTESTINE
BI-COAD-CCLE-SNU_C4-Tumor	2475	LARGE_INTESTINE
BI-COAD-CCLE-SNU_C5-Tumor	5185	LARGE_INTESTINE
BI-COAD-CCLE-SW1116-Tumor	4673	LARGE_INTESTINE
BI-COAD-CCLE-SW1417-Tumor	969	LARGE_INTESTINE
BI-COAD-CCLE-SW1463-Tumor	2886	LARGE_INTESTINE
BI-COAD-CCLE-SW403-Tumor	3673	LARGE_INTESTINE
BI-COAD-CCLE-SW480-Tumor	1115	LARGE_INTESTINE
BI-COAD-CCLE-SW837-Tumor	3001	LARGE_INTESTINE
BI-COAD-CCLE-T84-Tumor	1086	LARGE_INTESTINE
BI-DLBC-CCLE-A3_KAW-Tumor	1897	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-A4_Fuk-Tumor	1385	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-BCP_1-Tumor	1498	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-BL_41-Tumor	1617	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-BL_70-Tumor	1633	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-CA46-Tumor	2924	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-CI_1-Tumor	967	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Daudi-Tumor	1832	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-DEL-Tumor	2253	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-DOHH_2-Tumor	1409	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-GA_10-Tumor	1826	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-GRANTA_519-Tumor	2896	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-HH-Tumor	1352	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Hs_611_T-Tumor	781	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Hs_616_T-Tumor	1924	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-HT-Tumor	2079	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-HuT_102-Tumor	1064	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-HuT_78-Tumor	1322	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-JeKo_1-Tumor	1292	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-KARPAS_299-Tumor	1559	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-KARPAS_422-Tumor	2297	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Ki_JK-Tumor	1626	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-KM_H2-Tumor	1707	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-L_1236-Tumor	1962	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-L_428-Tumor	1690	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-L_540-Tumor	1561	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-MC116-Tumor	1302	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Mino-Tumor	1474	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-MJ-Tumor	724	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-NAMALWA-Tumor	1188	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-NU_DHL_1-Tumor	1735	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-NU_DUL_1-Tumor	1426	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-OCI_LY_19-Tumor	2809	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-P3HR_1-Tumor	1568	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Pfeiffer-Tumor	1052	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Raji-Tumor	1268	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-REC_1-Tumor	1386	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-RI_1-Tumor	1101	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SR_786-Tumor	3195	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-ST486-Tumor	6104	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SU_DHL_1-Tumor	6979	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SU_DHL_10-Tumor	1810	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SU_DHL_4-Tumor	2126	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SU_DHL_5-Tumor	4841	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SU_DHL_6-Tumor	2510	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SU_DHL_8-Tumor	1686	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-SUP_T1-Tumor	3163	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-TO_175_T-Tumor	3315	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-Toledo-Tumor	3601	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-DLBC-CCLE-WSU_DLCL2-Tumor	4467	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-697-Tumor	730	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-ALL_SIL-Tumor	771	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-AML_193-Tumor	1595	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-BV_173-Tumor	16007	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-CMK-Tumor	1367	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-CML_T1-Tumor	2116	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-EHEB-Tumor	1698	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-EM_2-Tumor	1392	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-EOL_1-Tumor	1141	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-F_36P-Tumor	1681	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-GDM_1-Tumor	3642	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-HEL-Tumor	1202	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-HL_60-Tumor	4186	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-HPB_ALL-Tumor	1734	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-JK_1-Tumor	1811	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-JM1-Tumor	1519	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-JURKAT-Tumor	3152	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-JURL_MK1-Tumor	4191	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-JVM_2-Tumor	2315	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-JVM_3-Tumor	1107	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-K_562-Tumor	1379	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KASUMI_1-Tumor	2236	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KASUMI_2-Tumor	1425	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-Kasumi_6-Tumor	1900	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KCL_22-Tumor	1110	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KE_37-Tumor	1823	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KG_1-Tumor	829	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KOPN_8-Tumor	1368	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KU812-Tumor	1189	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-KYO_1-Tumor	1407	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-LAMA_84-Tumor	1188	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-Loucy-Tumor	1661	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-M_07e-Tumor	840	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-ME_1-Tumor	821	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MHH_CALL_2-Tumor	1264	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MHH_CALL_3-Tumor	1629	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MHH_CALL_4-Tumor	1100	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MOLM_16-Tumor	1492	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MOLM_6-Tumor	789	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MOLT_13-Tumor	3827	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MOLT_16-Tumor	1279	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MOLT_3-Tumor	3011	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MONO_MAC_1-Tumor	1675	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MONO_MAC_6-Tumor	1471	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MUTZ_3-Tumor	3502	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-MUTZ_5-Tumor	906	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-NALM_1-Tumor	1514	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-NALM_19-Tumor	802	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-NALM_6-Tumor	2227	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-NB_4-Tumor	1802	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-NCO2-Tumor	987	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-NOMO_1-Tumor	1786	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-OCI_AML2-Tumor	2205	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-OCI_AML3-Tumor	1116	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-OCI_AML5-Tumor	1455	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-P12_ICHIKAWA-Tumor	2998	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-P31_FUJ-Tumor	1126	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-PEER-Tumor	1937	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-PF_382-Tumor	7791	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-PL_21-Tumor	2004	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-RCH_ACV-Tumor	812	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-Reh-Tumor	1083	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-RPMI_8402-Tumor	966	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-RS4_11-Tumor	2514	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-SEM-Tumor	1020	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-SIG_M5-Tumor	1359	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-SKM_1-Tumor	805	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-SUP_B15-Tumor	1658	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-SUP_T11-Tumor	1701	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-TALL_1-Tumor	5061	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-TF_1-Tumor	1542	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-LCLL-CCLE-THP_1-Tumor	1267	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-AMO_1-Tumor	1746	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-EJM-Tumor	1421	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-HuNS1-Tumor	871	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-JJN_3-Tumor	1083	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KARPAS_620-Tumor	2397	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KHM_1B-Tumor	1673	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMM_1-Tumor	1679	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMS_12_BM-Tumor	1638	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMS_20-Tumor	1227	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMS_21BM-Tumor	1588	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMS_26-Tumor	1813	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMS_27-Tumor	1477	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMS_28BM-Tumor	1177	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-KMS_34-Tumor	1458	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-L_363-Tumor	4784	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-LP_1-Tumor	1932	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-MM1_S-Tumor	1824	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-MOLP_2-Tumor	1933	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-MOLP_8-Tumor	744	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-NCI_H929-Tumor	2783	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-OPM_2-Tumor	1925	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-RPMI_8226-Tumor	1249	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BI-MM-CCLE-SK_MM_2-Tumor	1329	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
