ccle	outliers	tissue
BI-SARC-CCLE-GCT-Tumor	1148	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-HOS-Tumor	2032	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_706_T-Tumor	577	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_729-Tumor	1832	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_737_T-Tumor	534	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_819_T-Tumor	870	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_821_T-Tumor	541	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_822_T-Tumor	949	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_863_T-Tumor	486	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_870_T-Tumor	794	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-HT_1080-Tumor	1025	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-KYM_1-Tumor	1284	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-MES_SA-Tumor	1704	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-MG_63-Tumor	1766	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-MHH_ES_1-Tumor	2971	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RD-Tumor	1357	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RD_ES-Tumor	1469	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RH_18-Tumor	1701	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RH_30-Tumor	1668	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RH_41-Tumor	1785	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RKN-Tumor	1119	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Saos_2-Tumor	1387	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SJSA_1-Tumor	1112	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SK_ES_1-Tumor	1705	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SK_LMS_1-Tumor	755	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SK_UT_1-Tumor	2106	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SW_1353-Tumor	3094	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-T1_73-Tumor	3071	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TC_71-Tumor	1189	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_125_T-Tumor	3792	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_159_T-Tumor	1034	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_441_T-Tumor	3689	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-TE_617_T-Tumor	1476	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-U_2_OS-Tumor	1627	BONE_AND_SOFT_TISSUE
BI-SKCM-CCLE-A101D-Tumor	829	SKIN
BI-SKCM-CCLE-A2058-Tumor	721	SKIN
BI-SKCM-CCLE-C32-Tumor	1202	SKIN
BI-SKCM-CCLE-CJM-Tumor	4140	SKIN
BI-SKCM-CCLE-COLO_679-Tumor	1165	SKIN
BI-SKCM-CCLE-COLO_783-Tumor	865	SKIN
BI-SKCM-CCLE-COLO_792-Tumor	1455	SKIN
BI-SKCM-CCLE-COLO_800-Tumor	879	SKIN
BI-SKCM-CCLE-COLO_829-Tumor	1027	SKIN
BI-SKCM-CCLE-HMCB-Tumor	1254	SKIN
BI-SKCM-CCLE-Hs_294T-Tumor	811	SKIN
BI-SKCM-CCLE-Hs_600_T-Tumor	909	SKIN
BI-SKCM-CCLE-Hs_688_A__T-Tumor	881	SKIN
BI-SKCM-CCLE-Hs_695T-Tumor	1371	SKIN
BI-SKCM-CCLE-Hs_834_T-Tumor	992	SKIN
BI-SKCM-CCLE-Hs_839_T-Tumor	637	SKIN
BI-SKCM-CCLE-Hs_852_T-Tumor	1560	SKIN
BI-SKCM-CCLE-Hs_895_T-Tumor	1885	SKIN
BI-SKCM-CCLE-Hs_934_T-Tumor	779	SKIN
BI-SKCM-CCLE-Hs_939_T-Tumor	671	SKIN
BI-SKCM-CCLE-Hs_940_T-Tumor	971	SKIN
BI-SKCM-CCLE-Hs_944_T-Tumor	1196	SKIN
BI-SKCM-CCLE-HT_144-Tumor	630	SKIN
BI-SKCM-CCLE-IGR_1-Tumor	2684	SKIN
BI-SKCM-CCLE-K029AX-Tumor	742	SKIN
BI-SKCM-CCLE-Malme_3M-Tumor	788	SKIN
BI-SKCM-CCLE-MEL_HO-Tumor	974	SKIN
BI-SKCM-CCLE-MEL_JUSO-Tumor	1072	SKIN
BI-SKCM-CCLE-MeWo-Tumor	1675	SKIN
BI-SKCM-CCLE-RPMI_7951-Tumor	1662	SKIN
BI-SKCM-CCLE-SH_4-Tumor	1508	SKIN
BI-SKCM-CCLE-SK_MEL_1-Tumor	2259	SKIN
BI-SKCM-CCLE-SK_MEL_24-Tumor	1533	SKIN
BI-SKCM-CCLE-SK_MEL_28-Tumor	875	SKIN
BI-SKCM-CCLE-SK_MEL_3-Tumor	1348	SKIN
BI-SKCM-CCLE-SK_MEL_30-Tumor	971	SKIN
BI-SKCM-CCLE-SK_MEL_31-Tumor	980	SKIN
BI-SKCM-CCLE-UACC_257-Tumor	1719	SKIN
BI-SKCM-CCLE-UACC_62-Tumor	3210	SKIN
BI-SKCM-CCLE-WM1799-Tumor	706	SKIN
BI-SKCM-CCLE-WM983B-Tumor	4265	SKIN
BI-SKCM-CCLE-WM_115-Tumor	1606	SKIN
BI-SKCM-CCLE-WM_266_4-Tumor	4464	SKIN
BI-SKCM-CCLE-WM_793-Tumor	2310	SKIN
BI-SKCM-CCLE-WM_88-Tumor	3955	SKIN
BI-STAD-CCLE-ECC10-Tumor	2758	STOMACH
BI-STAD-CCLE-ECC12-Tumor	1822	STOMACH
BI-STAD-CCLE-HuG1_N-Tumor	972	STOMACH
BI-STAD-CCLE-HuTu_80-Tumor	1204	STOMACH
BI-STAD-CCLE-LMSU-Tumor	1225	STOMACH
BI-STAD-CCLE-MKN1-Tumor	822	STOMACH
BI-STAD-CCLE-MKN7-Tumor	997	STOMACH
BI-STAD-CCLE-MKN74-Tumor	3186	STOMACH
BI-STAD-CCLE-MKN_45-Tumor	1010	STOMACH
BI-STAD-CCLE-NCC_StC_K140-Tumor	1875	STOMACH
BI-STAD-CCLE-NCI_N87-Tumor	1684	STOMACH
BI-STAD-CCLE-NUGC_2-Tumor	1644	STOMACH
BI-STAD-CCLE-NUGC_3-Tumor	1147	STOMACH
BI-STAD-CCLE-OCUM_1-Tumor	1054	STOMACH
BI-STAD-CCLE-RERF_GC_1B-Tumor	1303	STOMACH
BI-STAD-CCLE-SNU_216-Tumor	642	STOMACH
BI-STAD-CCLE-SNU_5-Tumor	822	STOMACH
BI-STAD-CCLE-SNU_520-Tumor	1804	STOMACH
BI-STAD-CCLE-SNU_601-Tumor	1210	STOMACH
BI-STAD-CCLE-SNU_620-Tumor	633	STOMACH
BI-STAD-CCLE-SNU_668-Tumor	1450	STOMACH
BI-STAD-CCLE-SNU_719-Tumor	3022	STOMACH
BI-STAD-CCLE-TGBC11TKB-Tumor	5174	STOMACH
BI-THCA-CCLE-8305C-Tumor	299	THYROID
BI-THCA-CCLE-8505C-Tumor	596	THYROID
BI-THCA-CCLE-B_CPAP-Tumor	1328	THYROID
BI-THCA-CCLE-BHT_101-Tumor	1423	THYROID
BI-THCA-CCLE-FTC_133-Tumor	695	THYROID
BI-THCA-CCLE-FTC_238-Tumor	758	THYROID
BI-THCA-CCLE-ML_1-Tumor	767	THYROID
BI-THCA-CCLE-S_117-Tumor	832	THYROID
BI-THCA-CCLE-SW579-Tumor	506	THYROID
BI-THCA-CCLE-TT-Tumor	5223	THYROID
BI-THCA-CCLE-TT2609_C02-Tumor	2378	THYROID
