ccle	outliers	tissue
BI-HNSC-CCLE-Detroit_562-Tumor	7607	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-Hs_840_T-Tumor	8454	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-HSC_2-Tumor	8771	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-HSC_4-Tumor	12916	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-PE_CA_PJ15-Tumor	8972	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-PE_CA_PJ34__clone_C12_-Tumor	9208	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-PE_CA_PJ41__clone_D2_-Tumor	8657	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-PE_CA_PJ49-Tumor	10585	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SCC_15-Tumor	5963	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SCC_25-Tumor	8577	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SCC_4-Tumor	10684	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SCC_9-Tumor	21019	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SNU_1041-Tumor	7640	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SNU_1066-Tumor	8962	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SNU_1076-Tumor	8541	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SNU_1214-Tumor	8438	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-SNU_899-Tumor	13488	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-YD_10B-Tumor	11445	UPPER_AERODIGESTIVE_TRACT
BI-HNSC-CCLE-YD_8-Tumor	12338	UPPER_AERODIGESTIVE_TRACT
BI-KIRC-CCLE-769_P-Tumor	7197	KIDNEY
BI-KIRC-CCLE-A_498-Tumor	8497	KIDNEY
BI-KIRC-CCLE-A_704-Tumor	24792	KIDNEY
BI-KIRC-CCLE-ACHN-Tumor	6890	KIDNEY
BI-KIRC-CCLE-BFTC_909-Tumor	16999	KIDNEY
BI-KIRC-CCLE-Caki_2-Tumor	9966	KIDNEY
BI-KIRC-CCLE-CAL_54-Tumor	8772	KIDNEY
BI-KIRC-CCLE-G_402-Tumor	10328	KIDNEY
BI-KIRC-CCLE-KMRC_1-Tumor	8401	KIDNEY
BI-KIRC-CCLE-KMRC_2-Tumor	7081	KIDNEY
BI-KIRC-CCLE-KMRC_20-Tumor	9177	KIDNEY
BI-KIRC-CCLE-KMRC_3-Tumor	8488	KIDNEY
BI-KIRC-CCLE-OS_RC_2-Tumor	10261	KIDNEY
BI-KIRC-CCLE-RCC10RGB-Tumor	11577	KIDNEY
BI-KIRC-CCLE-SNU_1272-Tumor	7709	KIDNEY
BI-KIRC-CCLE-SNU_349-Tumor	8354	KIDNEY
BI-KIRC-CCLE-TUHR10TKB-Tumor	10187	KIDNEY
BI-KIRC-CCLE-TUHR14TKB-Tumor	11380	KIDNEY
BI-KIRC-CCLE-TUHR4TKB-Tumor	8970	KIDNEY
BI-KIRC-CCLE-UO_31-Tumor	8902	KIDNEY
BI-KIRC-CCLE-VMRC_RCW-Tumor	11410	KIDNEY
BI-KIRC-CCLE-VMRC_RCZ-Tumor	11115	KIDNEY
BI-LGG-CCLE-42_MG_BA-Tumor	8382	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-A172-Tumor	7811	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-AM_38-Tumor	7960	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-CAS_1-Tumor	9393	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-CCF_STTG1-Tumor	7925	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-CHP_126-Tumor	12036	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-D283_Med-Tumor	9949	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-D341_Med-Tumor	11690	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-DBTRG_05MG-Tumor	8960	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-DK_MG-Tumor	9604	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-GAMG-Tumor	7556	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-GB_1-Tumor	8509	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-GI_1-Tumor	6801	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-GMS_10-Tumor	7532	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-GOS_3-Tumor	7373	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-H4-Tumor	8675	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-Hs_683-Tumor	6116	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-IMR_32-Tumor	10435	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KALS_1-Tumor	10068	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KELLY-Tumor	12076	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KG_1_C-Tumor	10828	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KNS_42-Tumor	7993	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KNS_60-Tumor	9004	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KNS_81-Tumor	7600	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KP_N_RT_BM_1-Tumor	16496	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KP_N_SI9s-Tumor	7807	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KP_N_YN-Tumor	14095	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-KS_1-Tumor	6605	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-LN_18-Tumor	8249	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-LN_229-Tumor	6873	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-M059K-Tumor	7829	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-MHH_NB_11-Tumor	49174	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-NH_6-Tumor	14369	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-ONS_76-Tumor	11001	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SF126-Tumor	7637	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SF268-Tumor	10518	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SF539-Tumor	6868	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SIMA-Tumor	12182	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SK_N_AS-Tumor	7053	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SK_N_BE_2_-Tumor	11291	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SK_N_DZ-Tumor	9609	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SK_N_FI-Tumor	10228	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SK_N_MC-Tumor	8395	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SNB75-Tumor	6568	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SNU_1105-Tumor	6451	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SNU_201-Tumor	6569	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SNU_466-Tumor	7003	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SNU_489-Tumor	7236	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SNU_626-Tumor	7646	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SNU_738-Tumor	11182	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SW_1088-Tumor	11766	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-SW_1783-Tumor	6793	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-T98G-Tumor	5747	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-TM_31-Tumor	10675	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-U_118_MG-Tumor	9137	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-U_87_MG-Tumor	8215	CENTRAL_NERVOUS_SYSTEM
BI-LGG-CCLE-YH_13-Tumor	12004	CENTRAL_NERVOUS_SYSTEM
BI-LIHC-CCLE-Hep_3B2_1_7-Tumor	8791	BILIARY
BI-LIHC-CCLE-HLF-Tumor	8560	BILIARY
BI-LIHC-CCLE-HuCCT1-Tumor	7669	BILIARY
BI-LIHC-CCLE-huH_1-Tumor	11561	BILIARY
BI-LIHC-CCLE-HuH_6-Tumor	8028	BILIARY
BI-LIHC-CCLE-HuH_7-Tumor	7752	BILIARY
BI-LIHC-CCLE-JHH_1-Tumor	7416	BILIARY
BI-LIHC-CCLE-JHH_2-Tumor	8539	BILIARY
BI-LIHC-CCLE-JHH_4-Tumor	6817	BILIARY
BI-LIHC-CCLE-JHH_5-Tumor	7377	BILIARY
BI-LIHC-CCLE-JHH_7-Tumor	8496	BILIARY
BI-LIHC-CCLE-Li_7-Tumor	6941	BILIARY
BI-LIHC-CCLE-NCI_H684-Tumor	9082	BILIARY
BI-LIHC-CCLE-PLC_PRF_5-Tumor	8957	BILIARY
BI-LIHC-CCLE-SK_HEP_1-Tumor	7983	BILIARY
BI-LIHC-CCLE-SNU_1079-Tumor	10028	BILIARY
BI-LIHC-CCLE-SNU_1196-Tumor	10414	BILIARY
BI-LIHC-CCLE-SNU_182-Tumor	8317	BILIARY
BI-LIHC-CCLE-SNU_245-Tumor	11655	BILIARY
BI-LIHC-CCLE-SNU_308-Tumor	10880	BILIARY
BI-LIHC-CCLE-SNU_387-Tumor	7837	BILIARY
BI-LIHC-CCLE-SNU_398-Tumor	9879	BILIARY
BI-LIHC-CCLE-SNU_423-Tumor	7775	BILIARY
BI-LIHC-CCLE-SNU_449-Tumor	8079	BILIARY
BI-LIHC-CCLE-SNU_475-Tumor	8025	BILIARY
BI-LIHC-CCLE-SNU_478-Tumor	8928	BILIARY
BI-LIHC-CCLE-SNU_761-Tumor	10557	BILIARY
BI-LIHC-CCLE-SNU_869-Tumor	10880	BILIARY
BI-LIHC-CCLE-SNU_878-Tumor	11128	BILIARY
BI-LIHC-CCLE-SNU_886-Tumor	7803	BILIARY
BI-LUSC-CCLE-BEN-Tumor	11579	LUNG
BI-LUSC-CCLE-CAL_12T-Tumor	8893	LUNG
BI-LUSC-CCLE-Calu_3-Tumor	8098	LUNG
BI-LUSC-CCLE-Calu_6-Tumor	8356	LUNG
BI-LUSC-CCLE-ChaGo_K_1-Tumor	8391	LUNG
BI-LUSC-CCLE-COR_L105-Tumor	9287	LUNG
BI-LUSC-CCLE-COR_L47-Tumor	13334	LUNG
BI-LUSC-CCLE-COR_L95-Tumor	13072	LUNG
BI-LUSC-CCLE-DM_3-Tumor	10571	LUNG
BI-LUSC-CCLE-DV_90-Tumor	9149	LUNG
BI-LUSC-CCLE-EBC_1-Tumor	8919	LUNG
BI-LUSC-CCLE-EKVX-Tumor	7708	LUNG
BI-LUSC-CCLE-EPLC_272H-Tumor	8716	LUNG
BI-LUSC-CCLE-HCC2935-Tumor	8886	LUNG
BI-LUSC-CCLE-HCC4006-Tumor	8604	LUNG
BI-LUSC-CCLE-HCC827-Tumor	8355	LUNG
BI-LUSC-CCLE-HCC_1171-Tumor	9660	LUNG
BI-LUSC-CCLE-HCC_1195-Tumor	11294	LUNG
BI-LUSC-CCLE-HCC_1359-Tumor	9206	LUNG
BI-LUSC-CCLE-HCC_1438-Tumor	10401	LUNG
BI-LUSC-CCLE-HCC_1588-Tumor	9268	LUNG
BI-LUSC-CCLE-HCC_1833-Tumor	13125	LUNG
BI-LUSC-CCLE-HCC_2108-Tumor	8596	LUNG
BI-LUSC-CCLE-HCC_2279-Tumor	11608	LUNG
BI-LUSC-CCLE-HCC_366-Tumor	8038	LUNG
BI-LUSC-CCLE-HCC_78-Tumor	15345	LUNG
BI-LUSC-CCLE-HCC_95-Tumor	8658	LUNG
BI-LUSC-CCLE-HLF_a-Tumor	8617	LUNG
BI-LUSC-CCLE-HOP_62-Tumor	7184	LUNG
BI-LUSC-CCLE-HOP_92-Tumor	9522	LUNG
BI-LUSC-CCLE-Hs_229_T-Tumor	7136	LUNG
BI-LUSC-CCLE-Hs_618_T-Tumor	7508	LUNG
BI-LUSC-CCLE-IST_MES2-Tumor	7637	LUNG
BI-LUSC-CCLE-JL_1-Tumor	11236	LUNG
BI-LUSC-CCLE-LC_1F-Tumor	8856	LUNG
BI-LUSC-CCLE-LCLC_103H-Tumor	7681	LUNG
BI-LUSC-CCLE-LCLC_97TM1-Tumor	8717	LUNG
BI-LUSC-CCLE-LK_2-Tumor	8950	LUNG
BI-LUSC-CCLE-LOU_NH91-Tumor	7565	LUNG
BI-LUSC-CCLE-LU65-Tumor	8468	LUNG
BI-LUSC-CCLE-LU99-Tumor	10355	LUNG
BI-LUSC-CCLE-LUDLU_1-Tumor	8504	LUNG
BI-LUSC-CCLE-LXF_289-Tumor	13311	LUNG
BI-LUSC-CCLE-MPP_89-Tumor	11056	LUNG
BI-LUSC-CCLE-MSTO_211H-Tumor	8051	LUNG
BI-LUSC-CCLE-NCI_H1048-Tumor	9249	LUNG
BI-LUSC-CCLE-NCI_H1092-Tumor	13592	LUNG
BI-LUSC-CCLE-NCI_H1105-Tumor	15867	LUNG
BI-LUSC-CCLE-NCI_H1155-Tumor	9447	LUNG
BI-LUSC-CCLE-NCI_H1184-Tumor	12222	LUNG
BI-LUSC-CCLE-NCI_H1299-Tumor	8366	LUNG
BI-LUSC-CCLE-NCI_H1341-Tumor	8780	LUNG
BI-LUSC-CCLE-NCI_H1355-Tumor	8967	LUNG
BI-LUSC-CCLE-NCI_H1385-Tumor	32454	LUNG
BI-LUSC-CCLE-NCI_H1395-Tumor	10049	LUNG
BI-LUSC-CCLE-NCI_H1436-Tumor	11148	LUNG
BI-LUSC-CCLE-NCI_H1437-Tumor	13130	LUNG
BI-LUSC-CCLE-NCI_H146-Tumor	11630	LUNG
BI-LUSC-CCLE-NCI_H1563-Tumor	9873	LUNG
BI-LUSC-CCLE-NCI_H1573-Tumor	11407	LUNG
BI-LUSC-CCLE-NCI_H1618-Tumor	10774	LUNG
BI-LUSC-CCLE-NCI_H1623-Tumor	10690	LUNG
BI-LUSC-CCLE-NCI_H1648-Tumor	10401	LUNG
BI-LUSC-CCLE-NCI_H1650-Tumor	10316	LUNG
BI-LUSC-CCLE-NCI_H1651-Tumor	8813	LUNG
BI-LUSC-CCLE-NCI_H1666-Tumor	9819	LUNG
BI-LUSC-CCLE-NCI_H1693-Tumor	13742	LUNG
BI-LUSC-CCLE-NCI_H1694-Tumor	11644	LUNG
BI-LUSC-CCLE-NCI_H1703-Tumor	7735	LUNG
BI-LUSC-CCLE-NCI_H1734-Tumor	6543	LUNG
BI-LUSC-CCLE-NCI_H1755-Tumor	7314	LUNG
BI-LUSC-CCLE-NCI_H1781-Tumor	8167	LUNG
BI-LUSC-CCLE-NCI_H1792-Tumor	8553	LUNG
BI-LUSC-CCLE-NCI_H1793-Tumor	9192	LUNG
BI-LUSC-CCLE-NCI_H1838-Tumor	8844	LUNG
BI-LUSC-CCLE-NCI_H1869-Tumor	9786	LUNG
BI-LUSC-CCLE-NCI_H1876-Tumor	16209	LUNG
BI-LUSC-CCLE-NCI_H1915-Tumor	21972	LUNG
BI-LUSC-CCLE-NCI_H1930-Tumor	11199	LUNG
BI-LUSC-CCLE-NCI_H1944-Tumor	13800	LUNG
BI-LUSC-CCLE-NCI_H196-Tumor	8945	LUNG
BI-LUSC-CCLE-NCI_H1963-Tumor	10225	LUNG
BI-LUSC-CCLE-NCI_H1975-Tumor	8308	LUNG
BI-LUSC-CCLE-NCI_H2023-Tumor	6973	LUNG
BI-LUSC-CCLE-NCI_H2029-Tumor	10437	LUNG
BI-LUSC-CCLE-NCI_H2030-Tumor	9641	LUNG
BI-LUSC-CCLE-NCI_H2052-Tumor	9526	LUNG
BI-LUSC-CCLE-NCI_H2066-Tumor	11706	LUNG
BI-LUSC-CCLE-NCI_H2073-Tumor	9202	LUNG
BI-LUSC-CCLE-NCI_H2081-Tumor	13183	LUNG
BI-LUSC-CCLE-NCI_H2085-Tumor	9417	LUNG
BI-LUSC-CCLE-NCI_H2087-Tumor	7592	LUNG
BI-LUSC-CCLE-NCI_H209-Tumor	10165	LUNG
BI-LUSC-CCLE-NCI_H2106-Tumor	17179	LUNG
BI-LUSC-CCLE-NCI_H211-Tumor	9627	LUNG
BI-LUSC-CCLE-NCI_H2110-Tumor	7769	LUNG
BI-LUSC-CCLE-NCI_H2126-Tumor	12140	LUNG
BI-LUSC-CCLE-NCI_H2170-Tumor	9509	LUNG
BI-LUSC-CCLE-NCI_H2171-Tumor	11953	LUNG
BI-LUSC-CCLE-NCI_H2172-Tumor	8271	LUNG
BI-LUSC-CCLE-NCI_H2196-Tumor	12309	LUNG
BI-LUSC-CCLE-NCI_H2227-Tumor	12466	LUNG
BI-LUSC-CCLE-NCI_H2228-Tumor	8602	LUNG
BI-LUSC-CCLE-NCI_H2286-Tumor	8331	LUNG
BI-LUSC-CCLE-NCI_H2291-Tumor	9792	LUNG
BI-LUSC-CCLE-NCI_H23-Tumor	10816	LUNG
BI-LUSC-CCLE-NCI_H2347-Tumor	11315	LUNG
BI-LUSC-CCLE-NCI_H2405-Tumor	7776	LUNG
BI-LUSC-CCLE-NCI_H2444-Tumor	10013	LUNG
BI-LUSC-CCLE-NCI_H2452-Tumor	9878	LUNG
BI-LUSC-CCLE-NCI_H28-Tumor	9071	LUNG
BI-LUSC-CCLE-NCI_H292-Tumor	10701	LUNG
BI-LUSC-CCLE-NCI_H322-Tumor	8220	LUNG
BI-LUSC-CCLE-NCI_H3255-Tumor	9577	LUNG
BI-LUSC-CCLE-NCI_H358-Tumor	12300	LUNG
BI-LUSC-CCLE-NCI_H441-Tumor	12213	LUNG
BI-LUSC-CCLE-NCI_H510-Tumor	12466	LUNG
BI-LUSC-CCLE-NCI_H520-Tumor	10393	LUNG
BI-LUSC-CCLE-NCI_H522-Tumor	9739	LUNG
BI-LUSC-CCLE-NCI_H524-Tumor	12064	LUNG
BI-LUSC-CCLE-NCI_H526-Tumor	9633	LUNG
BI-LUSC-CCLE-NCI_H596-Tumor	8425	LUNG
BI-LUSC-CCLE-NCI_H647-Tumor	6746	LUNG
BI-LUSC-CCLE-NCI_H650-Tumor	11294	LUNG
BI-LUSC-CCLE-NCI_H661-Tumor	10651	LUNG
BI-LUSC-CCLE-NCI_H69-Tumor	11684	LUNG
BI-LUSC-CCLE-NCI_H727-Tumor	10050	LUNG
BI-LUSC-CCLE-NCI_H810-Tumor	11383	LUNG
BI-LUSC-CCLE-NCI_H82-Tumor	9870	LUNG
BI-LUSC-CCLE-NCI_H838-Tumor	15014	LUNG
BI-LUSC-CCLE-NCI_H854-Tumor	10890	LUNG
BI-LUSC-CCLE-PC_14-Tumor	8339	LUNG
BI-LUSC-CCLE-RERF_LC_Ad1-Tumor	9792	LUNG
BI-LUSC-CCLE-RERF_LC_Ad2-Tumor	7662	LUNG
BI-LUSC-CCLE-RERF_LC_AI-Tumor	7842	LUNG
BI-LUSC-CCLE-RERF_LC_KJ-Tumor	9630	LUNG
BI-LUSC-CCLE-RERF_LC_MS-Tumor	7641	LUNG
BI-LUSC-CCLE-RERF_LC_Sq1-Tumor	7833	LUNG
BI-LUSC-CCLE-RS_5-Tumor	10195	LUNG
BI-LUSC-CCLE-SBC_5-Tumor	8253	LUNG
BI-LUSC-CCLE-SCLC_21H-Tumor	25856	LUNG
BI-LUSC-CCLE-SHP_77-Tumor	11447	LUNG
BI-LUSC-CCLE-SK_LU_1-Tumor	8729	LUNG
BI-LUSC-CCLE-SK_MES_1-Tumor	8604	LUNG
BI-LUSC-CCLE-Sq_1-Tumor	10535	LUNG
BI-LUSC-CCLE-SW_1271-Tumor	8804	LUNG
BI-LUSC-CCLE-SW_1573-Tumor	13182	LUNG
BI-LUSC-CCLE-SW_900-Tumor	7585	LUNG
BI-LUSC-CCLE-T3M_10-Tumor	13618	LUNG
BI-OV-CCLE-59M-Tumor	7481	OVARY
BI-OV-CCLE-Caov_3-Tumor	8631	OVARY
BI-OV-CCLE-Caov_4-Tumor	13861	OVARY
BI-OV-CCLE-COV318-Tumor	8561	OVARY
BI-OV-CCLE-COV362-Tumor	8167	OVARY
BI-OV-CCLE-COV434-Tumor	7820	OVARY
BI-OV-CCLE-COV644-Tumor	10839	OVARY
BI-OV-CCLE-EFO_21-Tumor	14133	OVARY
BI-OV-CCLE-ES_2-Tumor	8813	OVARY
BI-OV-CCLE-FU_OV_1-Tumor	8496	OVARY
BI-OV-CCLE-Hey_A8-Tumor	8675	OVARY
BI-OV-CCLE-IGROV1-Tumor	9503	OVARY
BI-OV-CCLE-JHOC_5-Tumor	8668	OVARY
BI-OV-CCLE-JHOM_1-Tumor	9894	OVARY
BI-OV-CCLE-JHOM_2B-Tumor	13717	OVARY
BI-OV-CCLE-JHOS_4-Tumor	8182	OVARY
BI-OV-CCLE-KURAMOCHI-Tumor	11074	OVARY
BI-OV-CCLE-MCAS-Tumor	7088	OVARY
BI-OV-CCLE-NIH_OVCAR_3-Tumor	9553	OVARY
BI-OV-CCLE-OAW28-Tumor	8159	OVARY
BI-OV-CCLE-OAW42-Tumor	10331	OVARY
BI-OV-CCLE-ONCO_DG_1-Tumor	9998	OVARY
BI-OV-CCLE-OV56-Tumor	19286	OVARY
BI-OV-CCLE-OV7-Tumor	8729	OVARY
BI-OV-CCLE-OV_90-Tumor	9635	OVARY
BI-OV-CCLE-OVCAR_4-Tumor	7424	OVARY
BI-OV-CCLE-OVCAR_8-Tumor	7464	OVARY
BI-OV-CCLE-OVK18-Tumor	9246	OVARY
BI-OV-CCLE-OVMANA-Tumor	15026	OVARY
BI-OV-CCLE-OVSAHO-Tumor	10562	OVARY
BI-OV-CCLE-OVTOKO-Tumor	7778	OVARY
BI-OV-CCLE-RMG_I-Tumor	9099	OVARY
BI-OV-CCLE-RMUG_S-Tumor	7855	OVARY
BI-OV-CCLE-SK_OV_3-Tumor	7166	OVARY
BI-OV-CCLE-SNU_119-Tumor	9184	OVARY
BI-OV-CCLE-SNU_8-Tumor	6697	OVARY
BI-OV-CCLE-SNU_840-Tumor	9681	OVARY
BI-OV-CCLE-TOV_112D-Tumor	8483	OVARY
BI-OV-CCLE-TOV_21G-Tumor	9525	OVARY
BI-OV-CCLE-TYK_nu-Tumor	8432	OVARY
BI-PAAD-CCLE-AsPC_1-Tumor	8461	PANCREAS
BI-PAAD-CCLE-BxPC_3-Tumor	10718	PANCREAS
BI-PAAD-CCLE-Capan_1-Tumor	9014	PANCREAS
BI-PAAD-CCLE-Capan_2-Tumor	8190	PANCREAS
BI-PAAD-CCLE-CFPAC_1-Tumor	10173	PANCREAS
BI-PAAD-CCLE-HPAC-Tumor	19471	PANCREAS
BI-PAAD-CCLE-HPAF_II-Tumor	8121	PANCREAS
BI-PAAD-CCLE-Hs_766T-Tumor	8460	PANCREAS
BI-PAAD-CCLE-HUP_T3-Tumor	9521	PANCREAS
BI-PAAD-CCLE-KP4-Tumor	8918	PANCREAS
BI-PAAD-CCLE-KP_2-Tumor	9434	PANCREAS
BI-PAAD-CCLE-KP_3-Tumor	9294	PANCREAS
BI-PAAD-CCLE-L3_3-Tumor	9437	PANCREAS
BI-PAAD-CCLE-MIA_PaCa_2-Tumor	10121	PANCREAS
BI-PAAD-CCLE-PA_TU_8988S-Tumor	8941	PANCREAS
BI-PAAD-CCLE-Panc_02_03-Tumor	10503	PANCREAS
BI-PAAD-CCLE-Panc_02_13-Tumor	15558	PANCREAS
BI-PAAD-CCLE-Panc_03_27-Tumor	6870	PANCREAS
BI-PAAD-CCLE-Panc_04_03-Tumor	6552	PANCREAS
BI-PAAD-CCLE-Panc_05_04-Tumor	8359	PANCREAS
BI-PAAD-CCLE-Panc_08_13-Tumor	7505	PANCREAS
BI-PAAD-CCLE-PANC_1-Tumor	10769	PANCREAS
BI-PAAD-CCLE-Panc_10_05-Tumor	9166	PANCREAS
BI-PAAD-CCLE-PK_45H-Tumor	8270	PANCREAS
BI-PAAD-CCLE-PK_59-Tumor	12583	PANCREAS
BI-PAAD-CCLE-SNU_213-Tumor	6348	PANCREAS
BI-PAAD-CCLE-SNU_324-Tumor	8617	PANCREAS
BI-PAAD-CCLE-SNU_410-Tumor	8846	PANCREAS
BI-PAAD-CCLE-SU_86_86-Tumor	12771	PANCREAS
BI-PAAD-CCLE-SUIT_2-Tumor	11165	PANCREAS
BI-PAAD-CCLE-SW_1990-Tumor	10047	PANCREAS
BI-PAAD-CCLE-TCC_PAN2-Tumor	12990	PANCREAS
BI-PAAD-CCLE-YAPC-Tumor	11933	PANCREAS
BI-SARC-CCLE-A_204-Tumor	6974	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-A_673-Tumor	7944	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-CADO_ES1-Tumor	10161	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-CAL_78-Tumor	11025	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-G_292__clone_A141B1-Tumor	8016	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-GCT-Tumor	8212	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-HOS-Tumor	10768	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_706_T-Tumor	6072	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_729-Tumor	9939	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_737_T-Tumor	6485	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_819_T-Tumor	7200	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_821_T-Tumor	7884	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_822_T-Tumor	7504	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_863_T-Tumor	6540	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Hs_870_T-Tumor	6729	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-HT_1080-Tumor	7462	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-KYM_1-Tumor	7903	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-MES_SA-Tumor	9543	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-MG_63-Tumor	9561	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-MHH_ES_1-Tumor	12348	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RD-Tumor	8785	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RD_ES-Tumor	9530	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RH_18-Tumor	9456	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RH_30-Tumor	11200	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RH_41-Tumor	9666	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-RKN-Tumor	8294	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-Saos_2-Tumor	9011	BONE_AND_SOFT_TISSUE
BI-SARC-CCLE-SJSA_1-Tumor	7627	BONE_AND_SOFT_TISSUE
